dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate
7,129,1.0,0.0,0.14,0.04,0.0,0.0,0.0,0.0
9,139,1.0,0.0,0.11,0.04,0.0,0.0,0.0,0.0
19,149,1.0,0.0,0.05,0.04,0.0,0.0,0.0,0.0
29,159,1.0,0.0,0.03,0.04,0.0,0.0,0.0,0.0
5,3,0.2,0.6,0.2,0.67,0.0,0.0,0.0,0.0
15,47,0.73,0.2,0.07,0.04,0.0,0.0,0.0,0.0
25,5,0.12,0.2,0.04,0.4,0.0,0.0,0.0,0.0
35,51,0.66,0.14,0.03,0.04,0.0,0.0,0.0,0.0
45,51,0.71,0.11,0.02,0.04,0.0,0.0,0.0,0.0
55,51,0.73,0.09,0.02,0.04,0.0,0.0,0.0,0.0
65,25,0.14,0.08,0.14,0.08,0.0,0.0,0.0,0.0
75,25,0.25,0.07,0.25,0.08,0.0,0.0,0.0,0.0
85,58,0.62,0.06,0.01,0.03,0.0,0.0,0.0,0.0
95,25,0.26,0.05,0.26,0.0,0.0,0.0,0.0,0.0
105,59,0.56,0.05,0.01,0.0,0.0,0.0,0.0,0.0
115,67,0.58,0.04,0.01,0.0,0.0,0.0,0.0,0.0
125,34,0.27,0.04,0.27,0.0,0.0,0.0,0.0,0.0
135,44,0.33,0.04,0.33,0.0,0.0,0.0,0.0,0.0
145,7,0.05,0.03,0.01,0.0,0.0,0.0,0.0,0.0
155,7,0.05,0.03,0.01,0.0,0.0,0.0,0.0,0.0
165,91,0.55,0.04,0.01,0.0,0.0,0.0,0.0,0.0
175,99,0.57,0.04,0.01,0.0,0.0,0.0,0.0,0.0
185,54,0.29,0.04,0.29,0.0,0.0,0.0,0.0,0.0
9,69,1.0,0.0,0.11,0.06,0.0,0.0,0.0,0.0
19,69,1.0,0.0,0.05,0.06,0.0,0.0,0.0,0.0
4,69,1.0,0.0,0.25,0.06,0.0,0.0,0.0,0.0
14,69,1.0,0.0,0.07,0.04,0.0,0.0,0.0,0.0
4,69,1.0,0.0,0.25,0.06,0.0,0.0,0.0,0.0
6,69,1.0,0.0,0.17,0.07,0.0,0.0,0.0,0.0
3,106,0.67,0.67,0.33,0.02,0.0,0.0,0.0,0.0
13,9,0.08,0.31,0.08,0.22,0.0,0.0,0.0,0.0
23,107,0.74,0.17,0.04,0.02,0.0,0.0,0.0,0.0
33,111,0.76,0.12,0.03,0.02,0.0,0.0,0.0,0.0
43,110,0.79,0.09,0.02,0.02,0.0,0.0,0.0,0.0
53,112,0.83,0.08,0.02,0.02,0.0,0.0,0.0,0.0
63,111,0.81,0.06,0.02,0.02,0.0,0.0,0.0,0.0
73,120,0.82,0.05,0.01,0.02,0.0,0.0,0.0,0.0
83,41,0.06,0.06,0.06,0.05,0.0,0.0,0.0,0.0
93,111,0.69,0.05,0.01,0.02,0.0,0.0,0.0,0.0
103,115,0.66,0.05,0.01,0.02,0.0,0.0,0.0,0.0
113,119,0.68,0.04,0.01,0.02,0.0,0.0,0.0,0.0
123,119,0.7,0.04,0.01,0.02,0.0,0.0,0.0,0.0
133,9,0.06,0.04,0.01,0.22,0.0,0.0,0.0,0.0
143,11,0.05,0.03,0.01,0.18,0.0,0.0,0.0,0.0
153,134,0.73,0.04,0.01,0.01,0.0,0.0,0.0,0.0
7,73,1.0,0.0,0.14,0.07,0.0,0.0,0.0,0.0
17,83,1.0,0.0,0.06,0.06,0.0,0.0,0.0,0.0
27,93,1.0,0.0,0.04,0.05,0.0,0.0,0.0,0.0
37,99,1.0,0.0,0.03,0.05,0.0,0.0,0.0,0.0
47,99,1.0,0.0,0.02,0.05,0.0,0.0,0.0,0.0
1,21,1.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0
11,119,0.45,0.18,0.09,0.02,0.0,0.0,0.0,0.0
21,127,0.62,0.19,0.05,0.02,0.0,0.0,0.0,0.0
31,135,0.68,0.16,0.03,0.01,0.0,0.0,0.0,0.0
41,33,0.32,0.12,0.32,0.06,0.0,0.0,0.0,0.0
51,43,0.45,0.1,0.45,0.05,0.0,0.0,0.0,0.0
61,133,0.51,0.08,0.02,0.02,0.0,0.0,0.0,0.0
71,51,0.44,0.07,0.44,0.04,0.0,0.0,0.0,0.0
81,61,0.51,0.06,0.51,0.03,0.0,0.0,0.0,0.0
91,113,0.42,0.05,0.01,0.02,0.0,0.0,0.0,0.0
101,74,0.53,0.05,0.53,0.03,0.0,0.0,0.0,0.0
111,84,0.58,0.05,0.58,0.02,0.0,0.0,0.0,0.0
121,95,0.36,0.05,0.01,0.02,0.0,0.0,0.0,0.0
131,4,0.02,0.05,0.01,0.5,0.0,0.0,0.0,0.0
141,7,0.03,0.04,0.01,0.29,0.0,0.0,0.0,0.0
151,8,0.03,0.04,0.01,0.25,0.0,0.0,0.0,0.0
161,8,0.04,0.04,0.01,0.25,0.0,0.0,0.0,0.0
171,102,0.46,0.04,0.01,0.02,0.0,0.0,0.0,0.0
1,8,1.0,0.0,1.0,0.38,0.0,0.0,0.0,0.0
11,100,0.55,0.27,0.09,0.03,0.0,0.0,0.0,0.0
21,97,0.48,0.24,0.05,0.02,0.0,0.0,0.0,0.0
31,104,0.55,0.16,0.03,0.02,0.0,0.0,0.0,0.0
41,85,0.24,0.12,0.24,0.02,0.0,0.0,0.0,0.0
51,11,0.1,0.1,0.02,0.18,0.0,0.0,0.0,0.0
61,119,0.52,0.08,0.02,0.02,0.0,0.0,0.0,0.0
71,11,0.07,0.07,0.01,0.18,0.0,0.0,0.0,0.0
81,135,0.59,0.06,0.01,0.01,0.0,0.0,0.0,0.0
91,133,0.62,0.05,0.01,0.02,0.0,0.0,0.0,0.0
101,90,0.21,0.05,0.21,0.02,0.0,0.0,0.0,0.0
111,94,0.24,0.05,0.24,0.02,0.0,0.0,0.0,0.0
121,94,0.31,0.04,0.31,0.02,0.0,0.0,0.0,0.0
131,129,0.52,0.04,0.01,0.02,0.0,0.0,0.0,0.0
141,131,0.54,0.04,0.01,0.02,0.0,0.0,0.0,0.0
151,138,0.56,0.03,0.01,0.01,0.0,0.0,0.0,0.0
6,6,1.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0
3,75,1.0,0.0,1.0,0.04,0.0,0.0,0.0,0.0
13,74,0.92,0.15,0.92,0.04,0.0,0.0,0.0,0.0
23,70,0.7,0.17,0.7,0.04,0.0,0.0,0.0,0.0
33,73,0.64,0.12,0.64,0.04,0.0,0.0,0.0,0.0
43,79,0.63,0.09,0.63,0.04,0.0,0.0,0.0,0.0
53,89,0.7,0.08,0.7,0.03,0.0,0.0,0.0,0.0
63,98,0.73,0.06,0.73,0.03,0.0,0.0,0.0,0.0
73,102,0.74,0.05,0.74,0.03,0.0,0.0,0.0,0.0
83,104,0.7,0.06,0.7,0.02,0.0,0.0,0.0,0.0
93,114,0.73,0.05,0.73,0.02,0.0,0.0,0.0,0.0
103,121,0.76,0.05,0.76,0.02,0.0,0.0,0.0,0.0
113,98,0.2,0.04,0.01,0.02,0.0,0.0,0.0,0.0
123,93,0.21,0.04,0.01,0.02,0.0,0.0,0.0,0.0
133,102,0.26,0.05,0.01,0.02,0.0,0.0,0.0,0.0
143,124,0.67,0.04,0.67,0.02,0.0,0.0,0.0,0.0
153,5,0.02,0.04,0.01,0.4,0.0,0.0,0.0,0.0
163,93,0.29,0.04,0.01,0.02,0.0,0.0,0.0,0.0
173,137,0.63,0.03,0.63,0.01,0.0,0.0,0.0,0.0
183,147,0.65,0.03,0.65,0.01,0.0,0.0,0.0,0.0
193,77,0.28,0.03,0.01,0.03,0.0,0.0,0.0,0.0
203,9,0.03,0.03,0.0,0.22,0.0,0.0,0.0,0.0
213,87,0.31,0.03,0.0,0.02,0.0,0.0,0.0,0.0
223,89,0.33,0.03,0.0,0.02,0.0,0.0,0.0,0.0
233,4,0.02,0.03,0.0,0.0,0.0,0.0,0.0,0.0
3,88,0.67,0.67,0.33,0.02,0.0,0.0,0.0,0.0
13,93,0.54,0.23,0.08,0.02,0.0,0.0,0.0,0.0
23,122,0.13,0.17,0.13,0.02,0.0,0.0,0.0,0.0
33,125,0.39,0.12,0.39,0.02,0.0,0.0,0.0,0.0
43,92,0.33,0.09,0.02,0.02,0.0,0.0,0.0,0.0
53,4,0.02,0.09,0.02,0.5,0.0,0.0,0.0,0.0
63,101,0.46,0.08,0.02,0.02,0.0,0.0,0.0,0.0
73,109,0.51,0.07,0.01,0.02,0.0,0.0,0.0,0.0
83,17,0.2,0.06,0.01,0.0,0.0,0.0,0.0,0.0
93,111,0.47,0.05,0.01,0.02,0.0,0.0,0.0,0.0
103,22,0.21,0.05,0.01,0.0,0.0,0.0,0.0,0.0
113,23,0.2,0.04,0.01,0.0,0.0,0.0,0.0,0.0
123,25,0.2,0.04,0.01,0.0,0.0,0.0,0.0,0.0
133,16,0.03,0.04,0.01,0.12,0.0,0.0,0.0,0.0
143,81,0.32,0.03,0.32,0.02,0.0,0.0,0.0,0.0
153,105,0.39,0.03,0.01,0.02,0.0,0.0,0.0,0.0
163,107,0.39,0.03,0.01,0.02,0.0,0.0,0.0,0.0
173,82,0.31,0.03,0.31,0.02,0.0,0.0,0.0,0.0
183,105,0.37,0.03,0.01,0.02,0.0,0.0,0.0,0.0
193,54,0.28,0.03,0.01,0.0,0.0,0.0,0.0,0.0
203,112,0.37,0.03,0.0,0.02,0.0,0.0,0.0,0.0
213,67,0.31,0.03,0.0,0.0,0.0,0.0,0.0,0.0
8,9,1.0,0.0,0.12,0.22,0.0,0.0,0.0,0.0
18,19,1.0,0.0,0.06,0.11,0.0,0.0,0.0,0.0
2,29,1.0,0.0,0.5,0.14,0.0,0.0,0.0,0.0
8,39,1.0,0.0,0.12,0.13,0.0,0.0,0.0,0.0
18,49,1.0,0.0,0.06,0.1,0.0,0.0,0.0,0.0
1,59,1.0,0.0,1.0,0.12,0.0,0.0,0.0,0.0
11,69,1.0,0.0,0.09,0.1,0.0,0.0,0.0,0.0
5,79,1.0,0.0,0.2,0.1,0.2,0.01,0.0,0.0
15,89,1.0,0.0,0.07,0.09,0.07,0.01,0.0,0.0
9,99,1.0,0.0,0.11,0.1,0.0,0.01,0.0,0.0
19,109,1.0,0.0,0.05,0.09,0.0,0.01,0.0,0.0
29,119,1.0,0.0,0.03,0.08,0.0,0.01,0.0,0.0
9,129,1.0,0.0,0.11,0.09,0.0,0.01,0.0,0.0
19,139,1.0,0.0,0.05,0.08,0.0,0.01,0.0,0.0
29,149,1.0,0.0,0.03,0.07,0.0,0.01,0.0,0.0
39,159,1.0,0.0,0.03,0.07,0.0,0.01,0.0,0.0
49,169,1.0,0.0,0.02,0.07,0.0,0.01,0.0,0.0
59,179,1.0,0.0,0.02,0.06,0.0,0.01,0.0,0.0
69,189,1.0,0.0,0.01,0.06,0.0,0.01,0.0,0.0
79,199,1.0,0.0,0.01,0.06,0.0,0.01,0.0,0.0
89,209,1.0,0.0,0.01,0.05,0.0,0.0,0.0,0.0
99,219,1.0,0.0,0.01,0.05,0.0,0.0,0.0,0.0
109,229,1.0,0.0,0.01,0.05,0.0,0.0,0.0,0.0
119,239,1.0,0.0,0.01,0.05,0.0,0.0,0.0,0.0
129,249,1.0,0.0,0.01,0.04,0.0,0.0,0.0,0.0
139,255,1.0,0.0,0.01,0.04,0.0,0.0,0.0,0.0
149,255,1.0,0.0,0.01,0.04,0.0,0.0,0.0,0.0
159,255,1.0,0.0,0.01,0.04,0.0,0.0,0.0,0.0
6,255,1.0,0.0,0.17,0.04,0.0,0.0,0.0,0.0
10,255,1.0,0.0,0.1,0.04,0.0,0.0,0.0,0.0
20,255,1.0,0.0,0.05,0.04,0.0,0.0,0.0,0.0
30,255,1.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0
10,255,1.0,0.0,0.1,0.03,0.0,0.0,0.0,0.0
20,255,1.0,0.0,0.05,0.03,0.0,0.0,0.0,0.0
30,255,1.0,0.0,0.03,0.02,0.0,0.0,0.0,0.0
8,255,1.0,0.0,0.12,0.03,0.0,0.0,0.0,0.0
18,255,1.0,0.0,0.06,0.03,0.0,0.0,0.0,0.0
28,255,1.0,0.0,0.04,0.02,0.0,0.0,0.0,0.0
38,255,1.0,0.0,0.03,0.02,0.0,0.0,0.0,0.0
48,255,1.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0
58,255,1.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0
68,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0
78,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0
88,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0
98,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0
108,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0
118,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0
128,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0
138,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0
148,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0
158,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0
168,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0
178,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0
188,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0
198,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0
208,255,1.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
3,255,1.0,0.0,0.33,0.02,0.0,0.0,0.0,0.0
13,255,1.0,0.0,0.08,0.01,0.0,0.0,0.0,0.0
23,255,1.0,0.0,0.04,0.01,0.0,0.0,0.0,0.0
33,255,1.0,0.0,0.03,0.01,0.0,0.0,0.0,0.0
43,255,1.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0
53,255,1.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0
63,255,1.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0
73,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0
83,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0
93,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0
103,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0
6,255,1.0,0.0,0.17,0.01,0.0,0.0,0.0,0.0
8,255,1.0,0.0,0.12,0.02,0.0,0.0,0.0,0.0
18,255,1.0,0.0,0.06,0.02,0.0,0.0,0.0,0.0
28,255,1.0,0.0,0.04,0.02,0.0,0.0,0.0,0.0
8,255,1.0,0.0,0.12,0.02,0.0,0.0,0.0,0.0
18,255,1.0,0.0,0.06,0.02,0.0,0.0,0.0,0.0
8,255,1.0,0.0,0.12,0.03,0.0,0.0,0.0,0.0
18,255,1.0,0.0,0.06,0.03,0.0,0.0,0.0,0.0
1,255,1.0,0.0,1.0,0.04,0.0,0.0,0.0,0.0
1,255,1.0,0.0,1.0,0.05,0.0,0.0,0.0,0.0
11,255,1.0,0.0,0.09,0.05,0.0,0.0,0.0,0.0
21,255,1.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0
31,255,1.0,0.0,0.03,0.05,0.0,0.0,0.0,0.0
7,255,1.0,0.0,0.14,0.05,0.0,0.0,0.0,0.0
7,255,1.0,0.0,0.14,0.06,0.0,0.0,0.0,0.0
17,255,1.0,0.0,0.06,0.06,0.0,0.0,0.0,0.0
2,255,1.0,0.0,0.5,0.06,0.0,0.0,0.0,0.0
12,255,1.0,0.0,0.08,0.06,0.0,0.0,0.0,0.0
22,255,1.0,0.0,0.05,0.06,0.0,0.0,0.0,0.0
32,255,1.0,0.0,0.03,0.06,0.0,0.0,0.0,0.0
42,255,1.0,0.0,0.02,0.06,0.0,0.0,0.0,0.0
1,255,1.0,0.0,1.0,0.07,0.0,0.0,0.0,0.0
1,255,1.0,0.0,1.0,0.08,0.0,0.0,0.0,0.0
2,255,1.0,0.0,0.5,0.09,0.0,0.0,0.0,0.0
3,255,1.0,0.0,0.33,0.1,0.0,0.0,0.0,0.0
9,255,1.0,0.0,0.11,0.1,0.0,0.0,0.0,0.0
19,255,1.0,0.0,0.05,0.09,0.0,0.0,0.0,0.0
29,255,1.0,0.0,0.03,0.09,0.0,0.0,0.0,0.0
39,255,1.0,0.0,0.03,0.09,0.0,0.0,0.0,0.0
49,255,1.0,0.0,0.02,0.09,0.0,0.0,0.0,0.0
59,255,1.0,0.0,0.02,0.09,0.0,0.0,0.0,0.0
69,255,1.0,0.0,0.01,0.08,0.0,0.0,0.0,0.0
79,255,1.0,0.0,0.01,0.08,0.0,0.0,0.0,0.0
89,255,1.0,0.0,0.01,0.07,0.0,0.0,0.0,0.0
99,255,1.0,0.0,0.01,0.07,0.0,0.0,0.0,0.0
1,255,1.0,0.0,1.0,0.06,0.0,0.0,0.0,0.0
10,255,1.0,0.0,0.1,0.07,0.0,0.0,0.0,0.0
20,255,1.0,0.0,0.05,0.07,0.0,0.0,0.0,0.0
30,255,1.0,0.0,0.03,0.06,0.0,0.0,0.0,0.0
40,255,1.0,0.0,0.03,0.05,0.0,0.0,0.0,0.0
50,255,1.0,0.0,0.02,0.05,0.0,0.0,0.0,0.0
60,255,1.0,0.0,0.02,0.05,0.0,0.0,0.0,0.0
70,255,1.0,0.0,0.01,0.05,0.0,0.0,0.0,0.0
80,255,1.0,0.0,0.01,0.05,0.0,0.0,0.0,0.0
90,255,1.0,0.0,0.01,0.05,0.0,0.0,0.0,0.0
100,255,1.0,0.0,0.01,0.05,0.0,0.0,0.0,0.0
110,255,1.0,0.0,0.01,0.05,0.0,0.0,0.0,0.0
120,255,1.0,0.0,0.01,0.04,0.0,0.0,0.0,0.0
130,255,1.0,0.0,0.01,0.03,0.0,0.0,0.0,0.0
140,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0
150,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0
160,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0
170,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0
180,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0
190,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0
200,255,1.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
210,255,1.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
1,255,1.0,0.0,1.0,0.02,0.0,0.0,0.0,0.0
11,255,1.0,0.0,0.09,0.02,0.0,0.0,0.0,0.0
21,255,1.0,0.0,0.05,0.02,0.0,0.0,0.0,0.0
31,255,1.0,0.0,0.03,0.02,0.0,0.0,0.0,0.0
41,255,1.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0
51,255,1.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0
61,255,1.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0
71,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0
81,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0
91,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0
101,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0
9,255,1.0,0.0,0.11,0.01,0.0,0.0,0.0,0.0
19,255,1.0,0.0,0.05,0.01,0.0,0.0,0.0,0.0
29,255,1.0,0.0,0.03,0.01,0.0,0.0,0.0,0.0
39,255,1.0,0.0,0.03,0.01,0.0,0.0,0.0,0.0
49,255,1.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0
59,255,1.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0
69,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0
79,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0
89,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0
99,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0
109,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0
119,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0
7,255,1.0,0.0,0.14,0.02,0.0,0.0,0.0,0.0
17,255,1.0,0.0,0.06,0.02,0.0,0.0,0.0,0.0
27,255,1.0,0.0,0.04,0.02,0.0,0.0,0.0,0.0
37,255,1.0,0.0,0.03,0.01,0.0,0.0,0.0,0.0
47,255,1.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0
57,255,1.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0
67,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0
77,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0
87,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0
97,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0
107,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0
117,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0
127,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0
137,255,1.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0
147,255,1.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0
157,255,1.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0
167,255,1.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0
177,255,1.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0
187,255,1.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0
197,255,1.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0
207,255,1.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
217,255,1.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
227,255,1.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
237,255,1.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
247,255,1.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
