<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
20230508;234000;170.8800000;170.9000000;170.8600000;170.8800000;47840
20230508;235000;170.8700000;170.9400000;170.8000000;170.8400000;217540
20230510;101000;171.2900000;172.6000000;171.1200000;172.3500000;2132410
20230510;102000;172.3800000;174.6500000;172.3700000;174.5600000;3467130
20230510;103000;174.5200000;174.8800000;174.0900000;174.1400000;1815610
20230510;104000;174.1400000;174.7000000;174.1300000;174.2600000;1021330
20230510;105000;174.2600000;174.8200000;174.0200000;174.1400000;1382870
20230510;110000;174.1400000;174.2000000;173.7100000;173.7500000;913950
20230510;111000;173.7700000;173.9700000;173.4500000;173.6600000;551930
20230510;112000;173.6600000;174.2000000;173.6600000;174.1600000;876270
20230510;113000;174.1500000;174.1700000;173.8500000;174.0100000;332270
20230510;114000;174.0400000;174.0800000;173.7000000;173.7300000;366970
20230510;115000;173.7300000;174.2000000;173.5200000;173.9000000;1198800
20230510;120000;173.8900000;173.9000000;173.3200000;173.4900000;946960
20230510;121000;173.4900000;173.4900000;173.0100000;173.2800000;577960
20230510;122000;173.2400000;173.6700000;173.2000000;173.6600000;769320
20230510;123000;173.6600000;173.6600000;173.3600000;173.3900000;1547280
20230510;124000;173.3900000;173.4000000;172.9100000;172.9100000;588080
20230510;125000;172.9200000;173.5800000;172.9000000;173.5600000;668350
20230510;130000;173.5600000;173.5700000;173.1600000;173.1800000;379840
20230510;131000;173.1700000;173.2400000;172.9100000;173.0600000;572320
20230510;132000;173.0800000;173.3000000;172.8700000;173.1700000;492620
20230510;133000;173.2000000;173.4400000;172.8800000;173.0700000;772230
20230510;134000;173.0700000;173.2700000;173.0300000;173.1700000;193100
20230510;135000;173.1600000;173.3700000;173.1000000;173.3000000;231350
20230510;140000;173.3000000;173.5800000;173.1900000;173.5100000;455600
20230510;141000;173.5400000;174.2000000;173.5200000;173.6100000;1285220
20230510;142000;173.6100000;174.1200000;173.3000000;173.4700000;1301660
20230510;143000;173.4800000;174.2500000;173.3200000;173.8900000;1039540
20230510;144000;173.8600000;174.6900000;173.8400000;174.5000000;1422950
20230510;145000;174.4800000;176.4000000;174.4800000;176.0000000;3932350
20230510;150000;175.9900000;176.0000000;175.5000000;175.7100000;1093690
20230510;151000;175.7100000;176.7400000;175.6000000;176.1600000;1789480
20230510;152000;176.1300000;176.2000000;175.8000000;175.8600000;674000
20230510;153000;175.8600000;176.4900000;175.8000000;176.0200000;572430
20230510;154000;176.0200000;176.0200000;175.2100000;175.6000000;991100
20230510;155000;175.6000000;175.8700000;175.5500000;175.8600000;369310
20230510;160000;175.8700000;176.4300000;175.8600000;176.1900000;1017270
20230510;161000;176.1300000;176.4900000;176.1200000;176.4500000;793270
20230510;162000;176.4500000;176.4600000;176.0200000;176.1300000;889430
20230510;163000;176.1400000;176.3700000;175.9400000;176.0300000;413200
20230510;164000;176.0200000;176.0400000;175.6100000;175.8400000;394500
20230510;165000;175.8300000;176.0400000;175.8000000;175.9100000;156940
20230510;170000;175.9000000;175.9100000;175.0000000;175.0200000;744840
20230510;171000;175.0500000;175.4500000;174.6100000;174.7700000;1139080
20230510;172000;174.7700000;174.7800000;174.1200000;174.3000000;1429240
20230510;173000;174.2600000;174.7200000;174.2500000;174.7000000;405430
20230510;174000;174.7000000;175.2100000;174.6900000;175.2000000;579440
20230510;175000;175.1900000;175.3900000;174.7900000;175.1100000;306400
20230510;180000;175.1000000;175.2000000;174.9200000;175.0800000;233760
20230510;181000;175.0700000;175.1000000;174.6100000;174.8400000;316280
20230510;182000;174.8400000;175.0100000;174.6700000;174.6900000;85970
20230510;183000;174.6900000;174.8500000;174.6700000;174.6900000;118190
20230510;184000;174.7000000;175.2200000;174.6700000;175.0200000;333040
20230510;185000;175.3400000;175.3400000;175.3400000;175.3400000;112500
20230510;191000;175.3500000;175.4100000;175.1200000;175.2000000;97230
20230510;192000;175.2000000;175.3000000;175.0400000;175.1400000;166910
20230510;193000;175.1700000;175.7300000;175.1600000;175.5900000;366380
20230510;194000;175.5800000;175.6400000;175.3200000;175.6400000;112350
20230510;195000;175.6300000;175.6500000;175.5600000;175.6200000;119700
20230510;200000;175.6200000;175.9000000;175.6200000;175.8100000;201320
20230510;201000;175.8300000;176.2800000;175.7900000;176.1000000;675610
20230510;202000;176.0900000;176.2100000;175.9100000;175.9500000;356650
20230510;203000;175.9400000;176.1300000;175.8300000;176.0500000;146980
20230510;204000;176.0200000;176.0800000;175.8900000;175.9300000;87030
20230510;205000;175.9300000;175.9700000;175.8600000;175.8700000;51040
20230510;210000;175.8800000;176.0000000;175.8500000;175.9900000;67990
20230510;211000;175.9900000;176.0000000;175.8300000;175.8400000;99200
20230510;212000;175.8300000;175.8400000;175.6600000;175.7800000;111650
20230510;213000;175.7700000;175.7800000;175.7000000;175.7200000;42310
20230510;214000;175.7200000;175.8300000;175.7200000;175.8000000;65650
20230510;215000;175.8000000;175.8900000;175.7700000;175.7900000;65480
20230510;220000;175.7900000;175.8000000;175.7500000;175.7600000;71760
20230510;221000;175.7600000;175.7700000;175.7000000;175.7500000;99140
20230510;222000;175.7500000;175.9500000;175.7200000;175.9400000;153500
20230510;223000;175.9400000;175.9800000;175.8300000;175.9700000;67950
20230510;224000;175.9600000;176.1900000;175.9600000;176.1900000;181330
20230510;225000;176.1400000;176.1900000;175.9600000;176.0300000;120280
20230510;230000;176.0300000;176.0700000;175.8900000;175.8900000;91630
20230510;231000;175.9000000;175.9500000;175.3400000;175.6000000;245840
20230510;232000;175.6000000;175.6300000;175.3000000;175.3900000;146300
20230510;233000;175.3900000;175.5800000;175.2300000;175.3300000;219650
20230510;234000;175.2700000;175.7900000;175.2500000;175.5400000;247810
20230510;235000;175.5500000;175.6100000;175.2200000;175.5300000;228210
20230511;101000;176.1600000;177.2200000;175.8500000;176.7600000;2204540
20230511;102000;176.7600000;177.0900000;176.4000000;176.5600000;1413680
20230511;103000;176.5200000;176.9000000;176.5000000;176.6200000;698380
20230511;104000;176.6200000;177.7300000;176.6100000;177.2500000;1678980
20230511;105000;177.2500000;177.5600000;177.0100000;177.3300000;921210
20230511;110000;177.3300000;177.6500000;177.3000000;177.3300000;467450
20230511;111000;177.3300000;177.5200000;177.0700000;177.5100000;962710
20230511;112000;177.5100000;178.0000000;177.3000000;177.8200000;939310
20230511;113000;177.8300000;178.1100000;177.3800000;177.4500000;1055810
20230511;114000;177.4700000;177.5800000;177.0200000;177.4100000;728670
20230511;115000;177.4100000;177.4500000;177.0300000;177.0500000;420700
20230511;120000;177.0500000;177.3300000;176.8100000;176.8300000;624610
20230511;121000;176.8300000;176.8900000;176.1100000;176.2000000;1214510
20230511;122000;176.1900000;176.9700000;176.1500000;176.8200000;380980
20230511;123000;176.8300000;176.9800000;176.6500000;176.8400000;248130
20230511;124000;176.9000000;177.5000000;176.7900000;177.3500000;766450
20230511;125000;177.3400000;177.4700000;176.9000000;176.9600000;536770
20230511;130000;176.9300000;177.1700000;176.9000000;177.1600000;263780
20230511;131000;177.1600000;177.1600000;176.7000000;177.0700000;364590
20230511;132000;177.0700000;177.0700000;176.2500000;176.3600000;594410
20230511;133000;176.3800000;176.3900000;175.7500000;175.8600000;1596590
20230511;134000;175.8500000;176.4200000;175.8000000;176.1500000;486360
20230511;135000;176.1500000;176.2000000;175.8000000;175.9100000;445990
20230511;140000;175.9000000;175.9300000;175.1100000;175.5000000;1011760
20230511;141000;175.4600000;175.5900000;175.1100000;175.5500000;546620
20230511;142000;175.5500000;176.0000000;175.5100000;175.7900000;617590
20230511;143000;175.7800000;175.7900000;175.1200000;175.2400000;658950
20230511;144000;175.2700000;175.6300000;175.1200000;175.1700000;339090
20230511;145000;175.1800000;175.2800000;174.3000000;174.3200000;1910610
20230511;150000;174.3200000;174.8400000;174.2900000;174.8400000;1110790
20230511;151000;174.8400000;175.7400000;174.8200000;175.6200000;837700
20230511;152000;175.6500000;175.6800000;175.0500000;175.3800000;303330
20230511;153000;175.3800000;176.3000000;175.3700000;176.2500000;739470
20230511;154000;176.2600000;176.2600000;175.7700000;176.0200000;348920
20230511;155000;176.0400000;176.1200000;175.5600000;175.9900000;295760
20230511;160000;175.9900000;176.1800000;175.8900000;176.0000000;394830
20230511;161000;176.0000000;176.0000000;175.7500000;175.9000000;233190
20230511;162000;175.9000000;175.9700000;175.8300000;175.9700000;259140
20230511;163000;175.9700000;175.9700000;175.4600000;175.6700000;426320
20230511;164000;175.6800000;175.7700000;175.2300000;175.4500000;832090
20230511;165000;175.4400000;175.6000000;175.2100000;175.2900000;760820
20230511;170000;175.2900000;175.5000000;175.2300000;175.5000000;230540
20230511;171000;175.5000000;175.6000000;175.3700000;175.5600000;237880
20230511;172000;175.5400000;175.7700000;175.4400000;175.7700000;329290
20230511;173000;175.7700000;175.9200000;175.7500000;175.8600000;286460
20230511;174000;175.8600000;176.0000000;175.5600000;175.8900000;403920
20230511;175000;175.8900000;175.9000000;175.7100000;175.9000000;235700
20230511;180000;175.9000000;176.0000000;175.6400000;175.9900000;231340
20230511;181000;175.9800000;176.0600000;175.9100000;176.0400000;200130
20230511;182000;176.0500000;176.0600000;175.9700000;176.0200000;138190
20230511;183000;176.0000000;176.0600000;175.7900000;175.8800000;293130
20230511;184000;175.8700000;176.1500000;175.5700000;176.1500000;341140
20230511;185000;176.2000000;176.2000000;176.2000000;176.2000000;172760
20230511;191000;176.2500000;176.8100000;176.1900000;176.2700000;226880
20230511;192000;176.2500000;176.6000000;176.2300000;176.5200000;172800
20230511;193000;176.5300000;176.5400000;176.1700000;176.2800000;146570
20230511;194000;176.2800000;176.3000000;176.1000000;176.1800000;76930
20230511;195000;176.1900000;176.2700000;176.0000000;176.2000000;135800
20230511;200000;176.2000000;176.2900000;176.1500000;176.1600000;56240
20230511;201000;176.1600000;176.4200000;176.1100000;176.3700000;141280
20230511;202000;176.3700000;176.3800000;176.2000000;176.2100000;52260
20230511;203000;176.2000000;176.2100000;175.6400000;175.6400000;216700
20230511;204000;175.6500000;175.8400000;175.5900000;175.6300000;115890
20230511;205000;175.6000000;175.6000000;175.0500000;175.2100000;291520
20230511;210000;175.2200000;175.2300000;174.2900000;174.3600000;980340
20230511;211000;174.3700000;174.4500000;173.0000000;174.3300000;2090430
20230511;212000;174.3900000;174.6000000;173.0000000;173.0100000;1085080
20230511;213000;173.0600000;173.8700000;172.9100000;173.6500000;1398150
20230511;214000;173.6600000;174.0000000;173.0000000;173.2000000;1122090
20230511;215000;173.2600000;173.4000000;171.6100000;172.1800000;2393630
20230511;220000;172.1800000;173.4600000;172.1800000;173.4500000;997810
20230511;221000;173.4600000;173.9500000;173.0000000;173.0100000;978890
20230511;222000;173.0700000;173.7600000;172.9000000;173.6900000;526400
20230511;223000;173.6500000;174.1400000;173.3000000;174.0700000;760150
20230511;224000;174.1000000;174.1700000;173.4500000;173.7900000;407100
20230511;225000;173.7500000;174.1500000;173.7400000;174.1400000;329810
20230511;230000;174.1400000;174.1500000;173.6000000;173.7200000;147540
20230511;231000;173.6400000;174.7800000;173.6000000;174.1800000;445850
20230511;232000;174.1200000;174.4900000;173.7500000;173.8600000;278720
20230511;233000;173.8600000;173.8600000;173.2100000;173.3600000;461730
20230511;234000;173.3600000;173.8500000;173.2800000;173.6100000;269130
20230511;235000;173.6800000;174.3600000;173.6000000;174.1300000;261090
20230512;101000;174.2900000;175.0000000;173.6300000;173.9200000;1639290
20230512;102000;173.9100000;173.9500000;173.2800000;173.9100000;1082070
20230512;103000;173.9300000;174.0000000;172.6300000;173.0200000;1503350
20230512;104000;173.0200000;173.2900000;172.6100000;173.0800000;761440
20230512;105000;173.0800000;173.2400000;172.9600000;173.2300000;375790
20230512;110000;173.2300000;173.3000000;173.1400000;173.2800000;339620
20230512;111000;173.2800000;173.2800000;173.0000000;173.1400000;465970
20230512;112000;173.1200000;173.4200000;172.8000000;172.9800000;405530
20230512;113000;172.9600000;173.3500000;172.9400000;173.1600000;340700
20230512;114000;173.1500000;173.2600000;172.9000000;173.2400000;419310
20230512;115000;173.2000000;173.2900000;172.9400000;173.2600000;219190
20230512;120000;173.2700000;173.3600000;173.1700000;173.2200000;227560
20230512;121000;173.2300000;173.3100000;173.0500000;173.1200000;130910
20230512;122000;173.1600000;173.3100000;172.8000000;172.8100000;314120
20230512;123000;172.8100000;173.2400000;172.8100000;173.1300000;235450
20230512;124000;173.1200000;173.1400000;172.7500000;172.8100000;259850
20230512;125000;172.8400000;173.0100000;172.6900000;172.9300000;223990
20230512;130000;172.9600000;173.4700000;172.9500000;173.2900000;533280
20230512;131000;173.3200000;173.4800000;173.2900000;173.3600000;157200
20230512;132000;173.3600000;173.4600000;173.3400000;173.4500000;97730
20230512;133000;173.4500000;173.4600000;173.1700000;173.1800000;223140
20230512;134000;173.1700000;173.4000000;173.1100000;173.2200000;132810
20230512;135000;173.2200000;173.2200000;173.1500000;173.1900000;91370
20230512;140000;173.1700000;173.2200000;173.0200000;173.2200000;164410
20230512;141000;173.2200000;173.2200000;173.0500000;173.2000000;88040
20230512;142000;173.2100000;173.2900000;173.0000000;173.2300000;404470
20230512;143000;173.2200000;173.2800000;172.8600000;173.1800000;518220
20230512;144000;173.1500000;173.2000000;172.9500000;173.2000000;173670
20230512;145000;173.1700000;173.2500000;172.7400000;173.0400000;502600
20230512;150000;173.0300000;173.0500000;172.6900000;173.0500000;368580
20230512;151000;173.0400000;173.3700000;172.8500000;173.0400000;679410
20230512;152000;173.0500000;173.1900000;173.0000000;173.1100000;101550
20230512;153000;173.1400000;173.2000000;172.9900000;173.1900000;142410
20230512;154000;173.1900000;173.3100000;173.1600000;173.3100000;275940
20230512;155000;173.3000000;173.4200000;173.2100000;173.3300000;310900
20230512;160000;173.3400000;173.3900000;173.0000000;173.1600000;284370
20230512;161000;173.1500000;173.3900000;173.0000000;173.3700000;146220
20230512;162000;173.3600000;173.4200000;173.3000000;173.4200000;178320
20230512;163000;173.4200000;173.4300000;173.3600000;173.4100000;360740
20230512;164000;173.4200000;173.8800000;173.3900000;173.8500000;637450
20230512;165000;173.8500000;174.0000000;173.5700000;173.7700000;527150
20230512;170000;173.7700000;174.2000000;173.6200000;174.1400000;353200
20230512;171000;174.1100000;174.4800000;174.0800000;174.2300000;681300
20230512;172000;174.2300000;174.4000000;174.2000000;174.2600000;221080
20230512;173000;174.2600000;174.2600000;173.8500000;173.8600000;213060
20230512;174000;173.8500000;174.2200000;173.7500000;173.9500000;230510
20230512;175000;174.0300000;174.2900000;173.9000000;174.2700000;199490
20230512;180000;174.2500000;174.2900000;173.9400000;174.0000000;182460
20230512;181000;174.0000000;174.0000000;173.6000000;173.8900000;330650
20230512;182000;173.8700000;174.0000000;173.6900000;173.9100000;267300
20230512;183000;173.9100000;173.9100000;173.6800000;173.7900000;246680
20230512;184000;173.7900000;173.8000000;173.4000000;173.4700000;418410
20230512;185000;173.3000000;173.3000000;173.3000000;173.3000000;419460
20230512;191000;173.4700000;173.5400000;173.2600000;173.5400000;155580
20230512;192000;173.5400000;173.6200000;173.3500000;173.3500000;100700
20230512;193000;173.3500000;173.3800000;173.0800000;173.2000000;127120
20230512;194000;173.1800000;173.3000000;172.8000000;173.0900000;393160
20230512;195000;173.0900000;173.2300000;172.9600000;173.0500000;189020
20230512;200000;173.0500000;173.2400000;173.0200000;173.1900000;109510
20230512;201000;173.1600000;173.2000000;173.0000000;173.0700000;185890
20230512;202000;173.0400000;173.1600000;173.0300000;173.0800000;69280
20230512;203000;173.0800000;173.1600000;173.0200000;173.0300000;109410
20230512;204000;173.0200000;173.1500000;173.0200000;173.1300000;56660
20230512;205000;173.1300000;173.1500000;173.0700000;173.1000000;50530
20230512;210000;173.1000000;173.1500000;173.0900000;173.1300000;101270
20230512;211000;173.1400000;173.2000000;173.1000000;173.1900000;64550
20230512;212000;173.2000000;173.5400000;173.1900000;173.5400000;125940
20230512;213000;173.5400000;173.5500000;173.3900000;173.4800000;62610
20230512;214000;173.4800000;173.4800000;173.3700000;173.4300000;43990
20230512;215000;173.4400000;173.4700000;173.3600000;173.4200000;46390
20230512;220000;173.4000000;173.4700000;173.3100000;173.4400000;78130
20230512;221000;173.4400000;173.4800000;173.4000000;173.4600000;45260
20230512;222000;173.4600000;173.7800000;173.4100000;173.6600000;126190
20230512;223000;173.6600000;173.9800000;173.6600000;173.9700000;190020
20230512;224000;173.9700000;173.9800000;173.8700000;173.9700000;194960
20230512;225000;173.9700000;173.9800000;173.8000000;173.8900000;86730
20230512;230000;173.8900000;174.0900000;173.8500000;174.0400000;204310
20230512;231000;174.0800000;174.0800000;173.9500000;173.9500000;82390
20230512;232000;173.9500000;173.9700000;173.8200000;173.8800000;60560
20230512;233000;173.8600000;173.9000000;173.7000000;173.7200000;168200
20230512;234000;173.7200000;173.8000000;173.6000000;173.6800000;188550
20230512;235000;173.6800000;174.0000000;173.6100000;173.9500000;185430
20230515;101000;174.6800000;175.5000000;174.5500000;174.9000000;2097090
20230515;102000;174.8900000;175.0000000;174.5700000;174.8200000;890590
20230515;103000;174.8200000;175.3000000;174.8100000;175.0700000;967290
20230515;104000;175.0900000;175.4400000;174.5500000;174.7100000;1126570
20230515;105000;174.7200000;174.8600000;174.2500000;174.5200000;642030
20230515;110000;174.5200000;174.7200000;173.8000000;174.7000000;1310790
20230515;111000;174.6800000;174.7200000;174.4700000;174.6700000;305390
20230515;112000;174.6600000;174.8900000;174.6400000;174.7100000;451770
20230515;113000;174.7000000;174.8300000;174.3800000;174.6800000;299030
20230515;114000;174.6800000;174.7300000;174.1300000;174.3000000;315100
20230515;115000;174.3000000;174.4700000;174.0900000;174.4600000;211900
20230515;120000;174.4700000;174.4900000;174.3600000;174.3800000;230580
20230515;121000;174.3900000;174.5900000;174.3300000;174.5300000;246310
20230515;122000;174.5400000;174.5900000;174.5100000;174.5800000;154760
20230515;123000;174.5800000;174.5900000;174.5100000;174.5800000;165370
20230515;124000;174.5700000;174.5900000;174.5700000;174.5700000;288750
20230515;125000;174.5700000;174.5900000;174.3100000;174.4300000;170550
20230515;130000;174.4000000;174.5900000;174.3600000;174.5900000;126020
20230515;131000;174.5900000;174.6700000;174.1700000;174.4300000;306900
20230515;132000;174.4300000;174.4300000;174.1000000;174.3300000;287350
20230515;133000;174.3200000;174.6300000;174.2400000;174.4600000;585930
20230515;134000;174.4600000;174.5000000;174.4000000;174.4800000;121090
20230515;135000;174.4800000;174.6300000;174.4500000;174.6300000;192310
20230515;140000;174.6300000;174.6300000;174.5000000;174.5000000;215830
20230515;141000;174.5200000;174.6300000;174.3000000;174.4000000;134380
20230515;142000;174.4200000;174.4200000;174.1800000;174.3700000;199080
20230515;143000;174.3400000;174.5600000;174.3100000;174.4400000;154820
20230515;144000;174.4300000;174.4400000;174.2000000;174.3000000;211010
20230515;145000;174.3000000;174.3000000;173.9000000;173.9800000;668030
20230515;150000;173.9800000;174.1000000;173.2000000;173.9900000;1220110
20230515;151000;173.9900000;174.0000000;173.4100000;173.5100000;502270
20230515;152000;173.5300000;173.9500000;173.4700000;173.9300000;349330
20230515;153000;173.9300000;174.2800000;173.7600000;174.2800000;478190
20230515;154000;174.2700000;174.3200000;174.0100000;174.1400000;303710
20230515;155000;174.1500000;174.1500000;174.0600000;174.0800000;124860
20230515;160000;174.0600000;174.2000000;174.0600000;174.2000000;166230
20230515;161000;174.2000000;174.2200000;173.9100000;174.1800000;276780
20230515;162000;174.2000000;174.2900000;174.0100000;174.2900000;116580
20230515;163000;174.2400000;174.3200000;174.1100000;174.1500000;288470
20230515;164000;174.1500000;174.2700000;174.0200000;174.2600000;93760
20230515;165000;174.2700000;174.3200000;174.1200000;174.2900000;143720
20230515;170000;174.2900000;174.3700000;173.9500000;173.9900000;847900
20230515;171000;173.9800000;174.1500000;173.8100000;173.9500000;707970
20230515;172000;173.9500000;174.0300000;173.9300000;173.9500000;196760
20230515;173000;173.9500000;173.9500000;173.7000000;173.7800000;326470
20230515;174000;173.7700000;173.8700000;173.7700000;173.8700000;259860
20230515;175000;173.8700000;174.0600000;173.8600000;173.9400000;291250
20230515;180000;173.9400000;174.1100000;173.8000000;173.9400000;346080
20230515;181000;173.9400000;174.1000000;173.7500000;173.9100000;550020
20230515;182000;173.9200000;174.1000000;173.8000000;174.0000000;468250
20230515;183000;174.0000000;174.0000000;173.7800000;174.0000000;305760
20230515;184000;174.0000000;174.0000000;173.5000000;173.9000000;568780
20230515;185000;173.9000000;173.9000000;173.9000000;173.9000000;41810
20230515;191000;176.6900000;177.7700000;176.0800000;177.2200000;5122660
20230515;192000;177.2200000;177.7700000;176.8000000;177.3900000;4416430
20230515;193000;177.4000000;178.4800000;176.9500000;178.2300000;3776980
20230515;194000;178.2500000;179.8300000;178.2000000;179.5200000;5128060
20230515;195000;179.5100000;179.6000000;178.7500000;179.6000000;2249430
20230515;200000;179.5900000;179.8100000;178.9100000;178.9300000;1652720
20230515;201000;178.9300000;179.4000000;178.7700000;178.8500000;1326390
20230515;202000;178.8600000;179.0400000;178.6200000;178.6300000;887150
20230515;203000;178.6300000;178.8700000;178.1200000;178.4200000;1385180
20230515;204000;178.4200000;179.0000000;178.3700000;178.7400000;712040
20230515;205000;178.7400000;178.7400000;178.3200000;178.4500000;488210
20230515;210000;178.4500000;178.9900000;178.4500000;178.9500000;360460
20230515;211000;178.9600000;179.2000000;178.7200000;178.7900000;511050
20230515;212000;178.8000000;178.8000000;178.2500000;178.3100000;923840
20230515;213000;178.3100000;178.5200000;178.2200000;178.4800000;331330
20230515;214000;178.5000000;178.5300000;178.3700000;178.5000000;219840
20230515;215000;178.5000000;178.5300000;178.4900000;178.5300000;201600
20230515;220000;178.5300000;178.7400000;178.5000000;178.7100000;390870
20230515;221000;178.7200000;178.7400000;178.5900000;178.6900000;280390
20230515;222000;178.6900000;178.7400000;178.6000000;178.7000000;195750
20230515;223000;178.7000000;178.7700000;178.6600000;178.7700000;293190
20230515;224000;178.7600000;178.7700000;178.6900000;178.7600000;298120
20230515;225000;178.7700000;178.7700000;178.6700000;178.7700000;404000
20230515;230000;178.7400000;179.2100000;178.7400000;179.1700000;647740
20230515;231000;179.1400000;179.2000000;178.9400000;179.1800000;212500
20230515;232000;179.1900000;179.2400000;178.8500000;178.9800000;316660
20230515;233000;178.9800000;179.2100000;178.9400000;179.1400000;315230
20230515;234000;179.1200000;179.2500000;179.0600000;179.1700000;455410
20230515;235000;179.2000000;179.2800000;179.0300000;179.0400000;529730
20230516;101000;179.9000000;180.7800000;179.5000000;180.4200000;7049400
20230516;102000;180.4200000;181.8000000;180.3000000;180.6900000;5757380
20230516;103000;180.6700000;180.7000000;179.7000000;179.7200000;4965440
20230516;104000;179.7100000;180.3600000;179.7100000;179.8500000;1550030
20230516;105000;179.8600000;179.8700000;179.0100000;179.4900000;2372510
20230516;110000;179.5300000;179.6700000;177.9100000;178.4400000;3305660
20230516;111000;178.4700000;178.8300000;178.1000000;178.4800000;1551490
20230516;112000;178.4800000;179.1800000;178.4500000;178.6400000;1139960
20230516;113000;178.6300000;179.1500000;178.5900000;179.0500000;477210
20230516;114000;179.0500000;179.0700000;178.6000000;179.0700000;426560
20230516;115000;179.0700000;179.3400000;178.7300000;178.8600000;621390
20230516;120000;178.8600000;178.9800000;178.5100000;178.5600000;315680
20230516;121000;178.5900000;179.1100000;178.5000000;179.0500000;489360
20230516;122000;179.0500000;179.1500000;178.9300000;179.1400000;173730
20230516;123000;179.1400000;179.2200000;178.4900000;178.4900000;587470
20230516;124000;178.4900000;178.5000000;177.4000000;177.8600000;2092610
20230516;125000;177.8200000;178.0000000;177.4500000;177.4500000;848460
20230516;130000;177.4500000;178.0000000;177.3100000;178.0000000;767380
20230516;131000;177.9900000;178.0000000;177.8100000;177.9400000;236220
20230516;132000;177.9500000;178.3900000;177.9000000;178.3000000;839760
20230516;133000;178.3000000;178.6000000;178.1300000;178.3300000;375670
20230516;134000;178.3200000;178.3200000;178.0000000;178.0300000;223530
20230516;135000;178.0400000;178.1900000;177.6000000;178.0200000;541510
20230516;140000;178.0500000;178.2700000;177.8500000;177.9800000;165720
20230516;141000;177.9800000;178.2900000;177.9700000;178.2900000;196680
20230516;142000;178.2900000;178.3200000;178.0700000;178.2400000;224340
20230516;143000;178.2200000;178.3000000;177.6900000;177.8000000;443560
20230516;144000;177.8000000;177.8900000;177.6000000;177.6700000;373080
20230516;145000;177.6700000;177.8900000;177.3500000;177.8200000;448360
20230516;150000;177.8300000;177.8900000;177.7000000;177.7000000;164610
20230516;151000;177.7200000;177.7400000;177.5300000;177.5800000;235220
20230516;152000;177.5800000;177.8100000;177.5800000;177.7700000;188920
20230516;153000;177.7700000;178.0000000;177.7300000;177.9600000;292930
20230516;154000;177.9800000;178.0000000;177.8400000;177.9600000;320790
20230516;155000;178.0000000;178.2500000;177.9000000;178.0000000;409800
20230516;160000;178.0000000;178.1500000;177.9200000;178.1000000;158630
20230516;161000;178.1100000;178.1500000;177.0600000;177.2900000;793800
20230516;162000;177.2800000;177.4600000;176.7300000;177.2400000;1408360
20230516;163000;177.2400000;177.5700000;177.1500000;177.3900000;325710
20230516;164000;177.3900000;177.5700000;177.2500000;177.4700000;227980
20230516;165000;177.4700000;177.7000000;177.4300000;177.6800000;233600
20230516;170000;177.6800000;177.6900000;177.4600000;177.4800000;233150
20230516;171000;177.5000000;177.5600000;177.4100000;177.5200000;177880
20230516;172000;177.5200000;177.5600000;177.5000000;177.5600000;165010
20230516;173000;177.5600000;177.6500000;177.5500000;177.6500000;243620
20230516;174000;177.6500000;177.9000000;177.5500000;177.8200000;433990
20230516;175000;177.8200000;177.8800000;177.6400000;177.6400000;207010
20230516;180000;177.7000000;177.7700000;177.4900000;177.5500000;215670
20230516;181000;177.5900000;177.9400000;177.4800000;177.9200000;466990
20230516;182000;177.9400000;177.9500000;177.5200000;177.5600000;288660
20230516;183000;177.5700000;177.7300000;177.4000000;177.5000000;341120
20230516;184000;177.4900000;177.5300000;177.1800000;177.2900000;545410
20230516;185000;177.0200000;177.0200000;177.0200000;177.0200000;562600
20230516;191000;177.0100000;177.4200000;177.0100000;177.2700000;261690
20230516;192000;177.2700000;177.4400000;177.2600000;177.3700000;178300
20230516;193000;177.3700000;177.4500000;177.3000000;177.3200000;125750
20230516;194000;177.3200000;177.4600000;177.3200000;177.3600000;100310
20230516;195000;177.3600000;177.4900000;177.3000000;177.4700000;92230
20230516;200000;177.4700000;177.4700000;177.3800000;177.4100000;60480
20230516;201000;177.4100000;177.6400000;177.4100000;177.5900000;92560
20230516;202000;177.5900000;177.6200000;177.5400000;177.5500000;109810
20230516;203000;177.6000000;177.6900000;177.5000000;177.6400000;104400
20230516;204000;177.6400000;177.6500000;177.6000000;177.6500000;67900
20230516;205000;177.6500000;177.7500000;177.6200000;177.7500000;75470
20230516;210000;177.7500000;177.7900000;177.7200000;177.7500000;69160
20230516;211000;177.7500000;177.8300000;177.6900000;177.8000000;57400
20230516;212000;177.8000000;177.9000000;177.7800000;177.8200000;148890
20230516;213000;177.8200000;177.8300000;177.7800000;177.8300000;62630
20230516;214000;177.8300000;177.9000000;177.8200000;177.8900000;74850
20230516;215000;177.8800000;177.9000000;177.8100000;177.8500000;42970
20230516;220000;177.8500000;177.9200000;177.8500000;177.9000000;88020
20230516;221000;177.9000000;177.9200000;177.7500000;177.7600000;128110
20230516;222000;177.7500000;177.8300000;177.6000000;177.6100000;312310
20230516;223000;177.6400000;177.7500000;177.6000000;177.7300000;81690
20230516;224000;177.7200000;177.7900000;177.6700000;177.7200000;65530
20230516;225000;177.7200000;177.7700000;177.6300000;177.7200000;51660
20230516;230000;177.7500000;177.7600000;177.6300000;177.7600000;65990
20230516;231000;177.7500000;177.8200000;177.6800000;177.7300000;73790
